question,precision@k,recall@k,mrr,ndcg@k,ap@k,retrieval_time,input_tokens,retrieved_docs,relevant_docs
Chi ha contribuito alla creazione della pagina principale del Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.0,0.0,0.15532077103853226,2,"['1213510cce0fb55391aa5e9e3d11ed51a76505799cf1bb8de403e7480c476f1b', 'b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145', '1b35cea964befb70a78e4768165a7399adff58a8115a2fab259adf2f09f08019', '2c528252d9c1d782b1496ce5c15dfbf1bd991c00d2103d3e2ed4ade69df5d2fe', '0ae72ed83dec65ecc5cb259913f53d288e5e2aaf103935863e6cfa210172e7c1']",['85baba03b87739a5617b9936b2730f37397ad3514134177baceaa8cd31af75b3']
Quali sono le voci del vocabolario FOIF?,0.2,1.0,1.0,1.0,1.0,0.15532077103853226,2,"['67a52d66a0da8301f1614f1d7dfaf3a74e138e1e474a9d57afb187e27c4ad80f', 'f450791732c679bf6acc671ade850bacffb30ab3adbacbaeda5c2873fc99c72d', '48b0ef782564d5d5901499efb4177963118ef52aeb1be0329be829a091a759ed', '65852f0146171f857bc9fe0c1df96fd32ecab2392591a766ed39a3b905542486', '631f52b934ac6ae4d6a6b09d732d9e06cbe29540f19be7c49b9e4adf659a3ae3']",['67a52d66a0da8301f1614f1d7dfaf3a74e138e1e474a9d57afb187e27c4ad80f']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.0,0.0,0.15532077103853226,2,"['b7b2f460cc285e8a68a608863cd814e5525afd3259ec705142c793623db3a3de', '022e4760e3074da7e2152df2b1c9c6708ee8413264b15c9696b2e182929c2b73', '1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604', '1953e601c42a0f735404d2b29068be3a25e5af94a740f4f670627e216f720765', '195c7c332490450283fad5c4a2fd51de75a3caa5d924a8342ddc8ae3ac05647b']",['0dedd1bf4a4076e2771376db1eb808b497c9dcfcc1af76ed0edfecaef66970f4']
Come posso importare i vecchi MOSI in un nuovo progetto nel Geoportale Nazionale Archeologia?,0.2,1.0,0.2,0.38685280723454163,1.0,0.15532077103853226,2,"['9637ad74f82348c460e3d093cb6d140476600d2dc33546ebaee32e2c424dcd2d', '830b11f0df62149799e2d4594ac111ff407f18dbed19fdd5f9466c2946e2be2d', 'ae4fa93c42d3e2a24ba273bc6ce4387bc75c379a84d6156c1667283b7177fb68', 'b7749109e07246168dd5f85799e49a2b0844f9057237af9d410755d84ade6027', 'c3abcebe30fcccd9bf2d9d02db7ace40c35e44e14cf0ee2329f0c3af2ab173a6']",['c3abcebe30fcccd9bf2d9d02db7ace40c35e44e14cf0ee2329f0c3af2ab173a6']
Quali campi della localizzazione sono modificabili nel progetto?,0.2,1.0,1.0,1.0,1.0,0.15532077103853226,2,"['a942e47ed39a941564ce18db1177540cb437bb881712f3585d4fde1f42ead2d0', '72a3277b7330d3b0f5b0a3710546124f000d21d215bed0ec58cf50454509717b', '4ecabde1b6b465eda50e629f61e9d318ef698a84df7faaa54a50c0d09cad3f99', 'fff0f27c7d80300c37b0e31ebb5c748a3698d9c68e50f51985a619d4cb7e9d39', 'b77b03848a20e382e03a42348a0ca3b6ad6a3c151f84e4417eb12a8d1a50ac73']",['a942e47ed39a941564ce18db1177540cb437bb881712f3585d4fde1f42ead2d0']
Qual è la struttura del progetto del Geoportale Nazionale dell'Archeologia?,0.2,1.0,1.0,1.0,1.0,0.15532077103853226,2,"['0ae72ed83dec65ecc5cb259913f53d288e5e2aaf103935863e6cfa210172e7c1', '5cc4c073ee528d3137ed164c06b571d9ea2ae31d170cafd0c9e37b5d3302adca', '2c316237ca3c79ba282799ee2de8ae688756f9786bc17bf13a91da4e0984841e', 'fee90d0d586cbcd268775c75ba8c03fa7c46db361695af88ba0d17d4e0595e5a', 'db8e042dadc101aa3e42152cbf3845cb858942d29d8c5b95862dd1b7f1d32757']",['0ae72ed83dec65ecc5cb259913f53d288e5e2aaf103935863e6cfa210172e7c1']
Quali sono i casi d'uso per l'inserimento di MOSI esterni all'area del MOPR?,0.0,0.0,0.0,0.0,0.0,0.15532077103853226,2,"['9907c836f44202fd667bb8b8c849d276c95a1fa5bad2df5320704899d70f8006', 'd49dc2df94454a9e48570ccd6f957263c397eb5d0ce544ad92952ac2135c9e68', '3f6f890e027f375d0566dc0822ddfb7d565f8fb333d29bb9cbeb0afa2d4cb71a', '8d64cd4b8858d806e70371292278305f5b1852362397fd2705b303ce831d90b4', 'fa3f906ed0ce323b7a0e90513ce6530f7baee75ba6ce32011cf46d83ed5ee8b1']",['15facc8c59b7a3acc4cc984de1d34dfe9c515efc7880a8f85301a4a72eb3d1f1']
Come posso stampare un documento di valutazione archeologica utilizzando il Geoportale Nazionale Archeologia?,0.2,1.0,1.0,1.0,1.0,0.15532077103853226,2,"['c576f759f848aaddcd7ad75a9b534071005256f8b4621244fe48949ecb26a920', '15f0a925200ca4399cb04eaa355cc6a3ebff4182212496134675d7d6cfff95f3', '2c528252d9c1d782b1496ce5c15dfbf1bd991c00d2103d3e2ed4ade69df5d2fe', '66ca28275a4e2dc4b7c3d8ab8dcf145a00b38d952fe62c62389b788aaabac406', '8dabae43ca1f849e2d365bca2596415935b5c51455e3fe452c1e9f33149a65ee']",['c576f759f848aaddcd7ad75a9b534071005256f8b4621244fe48949ecb26a920']
Qual è la struttura del progetto?,0.0,0.0,0.0,0.0,0.0,0.15532077103853226,2,"['50faf2f8c0b87f308281d0512d116588fd2750efcd4ef07822d6de5aa9bb7277', 'c7d97bd4b05add56bca22754563d10755a460deec73b487256b85d68d0b8fdbd', 'fee90d0d586cbcd268775c75ba8c03fa7c46db361695af88ba0d17d4e0595e5a', '31bc54743355f3ea56c79bcc7087424d2e7775e92638cc1bd138769c040c888e', 'da86b8f2a8d99aee1eba89e4b53ccb053573aa70a94d7ff73fc49350198cd536']",['9b486827672f48bbb7852f95e67bd77423675c416a288010dd8fa16293d15abd']
Qual è l'utilizzo del Template per la redazione di una carta archeologica?,0.0,0.0,0.0,0.0,0.0,0.15532077103853226,2,"['2307032e12f70a83717fe28eedd0d26ccc1b7bc6c9bdd5220588a6508dc2bfa5', 'f250624262785a9a8e19f1bd116d2d250a0a0a969cff5329a19609b52ac7923f', '9274bdce65da28b744d424c23bd05a3d1ed94bd98e9c5eb5c5e25f745bfac43a', 'b33b90ecde24024f747f284f696d2feeafdae7e1e078d4d0bced8452dc3e4fda', 'dfb9e3c8c40c9633438e030063761efcbe10792d4b5869a7c005327f84c18201']",['0c56ef9046416cbb31ba11e1acdb35ec27da3df7de7d7432e27c40b0ba36cbf7']
Quali sono le opzioni per gestire la localizzazione di geometrie poligonali che si trovano a cavallo tra più comuni nel progetto?,0.2,1.0,1.0,1.0,1.0,0.15532077103853226,2,"['fec9a586d0ba39f0cbc224708b41d8e2ab218c4cc953837d9ab86704ff838d32', '7f36fe1f7fd87a9380a97d17f63205edf451b41743962a9ee356c2dcd9159499', 'a942e47ed39a941564ce18db1177540cb437bb881712f3585d4fde1f42ead2d0', 'b77b03848a20e382e03a42348a0ca3b6ad6a3c151f84e4417eb12a8d1a50ac73', 'c13559524df8fba2cd533ee2cd68ceca4deb32b818e185801ffcd3f9f47bcb98']",['fec9a586d0ba39f0cbc224708b41d8e2ab218c4cc953837d9ab86704ff838d32']
Quali sono le voci del vocabolario RCGE?,0.2,1.0,1.0,1.0,1.0,0.15532077103853226,2,"['631f52b934ac6ae4d6a6b09d732d9e06cbe29540f19be7c49b9e4adf659a3ae3', '4f922690167183856a2ffb86f09ae8bd9e696c8971188345f4d9f7b4aed0c23e', 'ed7da88484a8b0937bba1db803653d351ce14ddecec44f1d9a7432cc6ccbb3a0', '9dd65738201896c648a851f691382035b71c16a44f9f24d04807450f51e24861', '4939d858a0948e360b35d8ff604eaeaa218c9127cb7d32da7a39ccff6baaa85c']",['631f52b934ac6ae4d6a6b09d732d9e06cbe29540f19be7c49b9e4adf659a3ae3']
Come posso importare un raster in un GeoPackage utilizzando QGIS?,0.2,1.0,0.3333333333333333,0.5,1.0,0.15532077103853226,2,"['fc9f9dacf2dbe1a77e72edf671113d46b7646c3b7d3b3ca5cd31081d138ec908', 'df557ef9ed6f0796cfe131373e5fda80fc134a87dd890347f64efe0e4fd85145', 'edf5d16a7b56ee611ddad4e3f6e51682d3c28934080867acf360d1b7e8ce1d15', 'e8ac9ba50cf4d546eb808b5c3a475bb224a75c23ef20d8f850d4846b387385e8', '5cc929436f105406dda9930105dcd4e0d35b200c0c0d2f0ffa9826961ecbff1d']",['edf5d16a7b56ee611ddad4e3f6e51682d3c28934080867acf360d1b7e8ce1d15']
Quali sono le applicazioni specifiche dei MOSI puntuali nel contesto della redazione di una carta archeologica?,0.2,1.0,1.0,1.0,1.0,0.15532077103853226,2,"['6b24474684005a648abd661f8ef34a89be34a11d1473d6ed983ed013d2fa8ade', '8bb8bf32ec0b8925187130984d5012a9259a94a8338702b69883abfe9d27a596', '8e04d66750a3dafa2e43222832b0306ef02463715f3181a4b41e12bb02016c2f', '1d56502822c0f938386003a61b7a20bc27846921f686b1d4791cd69e209af15b', 'f2b80a43ea2a2afe68b01c2132757fec4e98426da567654501c5898d1d484ca4']",['6b24474684005a648abd661f8ef34a89be34a11d1473d6ed983ed013d2fa8ade']
Quale tipo di area è meglio delimitare con un DSC multipolygon?,0.2,1.0,1.0,1.0,1.0,0.15532077103853226,2,"['c5819a8e8ae569fcc45a66a3c4885e5898881ed4413ad0aa60c815271667b256', '1c6de0d5ca33d03a880c99271ec16a6281ebb22bd037549c2051015cdbf7cc10', '0236cb590e7e8f3baa51db0d30b91276554e6d7c3c893740a1fcf0c269394c40', 'a1a93ff7c592a2d0731bcddc3aef0adec1a61cb2430b912cf336bcbc36cfd50c', '1c4587db12c30b2ffd38fd624b8728d70a92612dea5c1690eff46d51dbca50ed']",['c5819a8e8ae569fcc45a66a3c4885e5898881ed4413ad0aa60c815271667b256']
Quali sono le avvertenze relative al livello di dettaglio del progetto?,0.0,0.0,0.0,0.0,0.0,0.15532077103853226,2,"['f667f01b755bc783f19a92a2eb5e3ab40f1dea826121143a5be38ed5fc645da8', 'ddf00b4d0d6b591d40d4cddf7c615f22deb752cc0089b946f0ef7eb8e4808e52', '8dcf04df0b7d00b8e2fabc0336a1db7e0914fac31da281154e61c6331b1d0da5', '27833284602a507c82f3b5dc9b0bce179cf54471d36acb8d6cb67cd3c8a3c81a', 'ab09cd0f802abba5424cafb8486895f60661af29b4be1bf82456cf8ab4aa9423']",['b79f1c6d98caf2306b1209ffa8e7b39d4518e20876e10ec1d94d7f8ef49645a2']
Qual è la zona di dettaglio per un RCG multipolygon?,0.2,1.0,1.0,1.0,1.0,0.15532077103853226,2,"['ee657470bee181ff2118c3119e08ee1c9e30b5cc717d49d19e0c0e3f7c9a7dbd', '4a3621610484f93a219617267d151a4a8b88545aa3573c3c99e699216f73a49e', '254a59d408662cc0068916b5958612170d01dcc3783eedfa44b0866866ac0582', 'c36136704fffcc5462e8f27c9cadf43ce28ad30042ab1395a919982ecf4df9d9', '14131256f5a80ba456b4081051ca41d5a9bf40b34265fb068ffd2ab4ea96e9f6']",['ee657470bee181ff2118c3119e08ee1c9e30b5cc717d49d19e0c0e3f7c9a7dbd']
Quali dati della localizzazione possono essere modificati automaticamente dal sistema dopo l'inserimento di una geometria?,0.2,1.0,1.0,1.0,1.0,0.15532077103853226,2,"['66006395f3eb7acffa109b9e1ce9eb96f973ad0175e7c93ce3f897ba252be2b4', 'a942e47ed39a941564ce18db1177540cb437bb881712f3585d4fde1f42ead2d0', 'b77b03848a20e382e03a42348a0ca3b6ad6a3c151f84e4417eb12a8d1a50ac73', 'c13559524df8fba2cd533ee2cd68ceca4deb32b818e185801ffcd3f9f47bcb98', '5eb6b652408df93d58eb0632fa209a3ceac118e20dc37c022fc750fa45a371f8']",['66006395f3eb7acffa109b9e1ce9eb96f973ad0175e7c93ce3f897ba252be2b4']
Quali sono le istruzioni per compilare il MOPR nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.0,0.0,0.15532077103853226,2,"['4df3a35f91d34db04a742b177444dd2b7fa41176060b140a37e45b9316f44e87', '38401a4164cb6b571e2a5ccd7448c33a553b78a60f4888e40b05f8c6f574dc5d', 'b1acfdf407952ea473d5febb21b87e2e4d73a0987b749ebcac938878f6bed896', 'd54177cd4ebad4643f16d76170fbbf58ff0ae88fb22681ebe37c22a7f40267c7', 'a7795b064090a510e23f4198c28e556cc664dd890ca21953e408521e2108f446']",['abed614020dc911bfb80c9a4a90acaeee2c922d27f31a8a8797eeafb485bd06f']
Quali sono i campi obbligatori per compilare il MOSI?,0.2,1.0,1.0,1.0,1.0,0.15532077103853226,2,"['f71e6ca3ff5f69653edb6dacc5dc124cdbd1b4a7f845ec159302f2d504159d7e', '782ebd93b9edd41fab7f1c18f9114358a57c498bf9552ab986b49077cc49dc0a', 'cac6172a087154b6a2ef2f602ba3033b797e4e76d0bca3429857b3873d03efd3', '4f7a0ee627861b4a3cf76c5ca958d7a8356b66a186649eb97a4d8ad1bb40e7e9', 'c5b3b0c05b26696e5128155633607aa1fe6086dd7a6f23a9c9438091999964fe']",['f71e6ca3ff5f69653edb6dacc5dc124cdbd1b4a7f845ec159302f2d504159d7e']
Come stampare il dettaglio delle ricognizioni e la carta della visibilità del suolo nel Geoportale Nazionale Archeologia?,0.2,1.0,0.5,0.6309297535714573,1.0,0.15532077103853226,2,"['2b8fa610ab8a71ad7b60503d7252f8a57b05530287dd07a34d79208e952e1140', '153bd2edf4610a79cfa75012bc50689123d55daba8c339d5dfaaac2331ae18db', '4d96cd08097d37dc3a29e1bb49f58c67ccc00749f5ef1d7873c70b2b1d7f22a2', '824d36238aae25e66224527386dfdf9ddc0b23d94c65e47daa866585d5f3d96a', '201bdb1a274b84cb888098216d5508154ffd942b1d5659cfacc1bbba0333e970']",['153bd2edf4610a79cfa75012bc50689123d55daba8c339d5dfaaac2331ae18db']
Quali sono le avvertenze da seguire per utilizzare il progetto?,0.2,1.0,1.0,1.0,1.0,0.15532077103853226,2,"['3154bb4284d7b5caf0dfa46c05b6574523e4a72205e656f41f6f658cf9aaf224', 'a0daa93414e756b339f0657407af020ff69a5fb91293df8740e6c82604ba4cac', 'f46491a2ea6c164e163d4f2d63f59eb648635d8195539746bf6bd53d7115c2f3', 'eedfc5584b2f0888a8bcb32faf90083cbf937a5fa95f2fcefc368ad37d66f37d', 'a977a7c68fb6e414bd309b968b1a70e611bc189112067ee6e01ca3e21ea59693']",['3154bb4284d7b5caf0dfa46c05b6574523e4a72205e656f41f6f658cf9aaf224']
Come posso riutilizzare vecchi MOSI in un nuovo progetto utilizzando il Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.0,0.0,0.15532077103853226,2,"['b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145', '1b35cea964befb70a78e4768165a7399adff58a8115a2fab259adf2f09f08019', '66ca28275a4e2dc4b7c3d8ab8dcf145a00b38d952fe62c62389b788aaabac406', 'c734caacd58a1ccaf3ff8fa855925c88245d2cb43a8a8d761e119d9a98ef67a7', '6c5c1af0567b412b3dd4ed657efe1820b14d74df1cd2a8d0101805ca1b658b4b']",['ae4fa93c42d3e2a24ba273bc6ce4387bc75c379a84d6156c1667283b7177fb68']
Come si stampano i MOSI (Catalogo dei siti) nel Geoportale Nazionale Archeologia?,0.2,1.0,0.3333333333333333,0.5,1.0,0.15532077103853226,2,"['6bf9350a645455b87777fa698745cd746f07906535a58fca21157eeba53b17ef', '8cf3c39ca15da759eef6a652352fc7b1eadaf025b1ac14ae69d3e9a912dcb0cb', 'bc7ce40aad15905c4aaaa383849d93fcd7d272ec51aa66bea4d7122d80bea8f3', '4f7c93bd66a0188abe7a180128e15b24204b025535d3e52f4a050973c8cc6bdd', '421aae735a5464218992e6bdcad53649aa8765827f8b2e31810f53c3fe22598f']",['bc7ce40aad15905c4aaaa383849d93fcd7d272ec51aa66bea4d7122d80bea8f3']
Come posso caricare i dati GNA relativi ad un Modulo di Progetto (MOPR) in QGIS?,0.2,1.0,1.0,1.0,1.0,0.15532077103853226,2,"['5177f61d4c7c13621a010e4b9b0452ddccfdda74057471eba7170519f3d08661', '873d010a106ec69526b7ab3cfed87e740b728904adfe4acf8769a0ce36900cde', 'c4deb43b071317450b58c8f0e929e26d602dbf47d2e271456b2cf3ab21061a74', 'a2c32641ad9c943c1de114145c8d22137491a1d4efe2721f2a02856b2d7df6e7', '7d7b6c3b25bd9f6a3cc02b3e2b678251b84e268234c5e542e04b12937bec7b20']",['5177f61d4c7c13621a010e4b9b0452ddccfdda74057471eba7170519f3d08661']
Quali sono le informazioni da inserire nei layer collegati per compilare il MOPR?,0.0,0.0,0.0,0.0,0.0,0.15532077103853226,2,"['c17f314cc8976fb204ec20b915a9698a41289ec03175f1a2c2daa4512c960110', '251e7e2f835cde8e903b96878399b96b02e9dce51036aa145a185ede747162ea', '7d2bfa62b0ba522f303b299609eb63eb11f7e6c7a436ce2533f00c9521d10cf6', 'ed02055715b9190f54137b4a04f5ba744d9fcbcd242e1e0104b28535ab72e112', '455c83356b68a4a540976177d642b16c6fdef7d3c541c051cb865cc0e3e197fc']",['8ab7a820f08fa37e801ae6b6726d66ab8faccf69bc68631450649c68b80df646']
Quali sono le avvertenze per il progetto nel caso di più saggi con esito negativo o di scavi che hanno raggiunto il livello sterile?,0.2,1.0,0.5,0.6309297535714573,1.0,0.15532077103853226,2,"['b4c43c12f511ff96021b959fd4dc22174ae4a545618079dd451053865eb1af6a', 'f7d1c513e119bb3c21b077bce062f349fe229e3273fa3788293927b27c75cb05', 'dd8cb7e4591ebb27f3fc193871e68433958e9681abd96a9dff90e15ddcfbf7e5', 'c453514854f780b52fa9de9ef6b5481ff2ce159c37f39a1f74f08b234ccaca85', '9afedbd294d1584829abede69b1e3d9a668e02ef247eef569e972ab53e0f8bee']",['f7d1c513e119bb3c21b077bce062f349fe229e3273fa3788293927b27c75cb05']
Qual è la finalità del progetto Geoportale Nazionale dell’Archeologia?,0.0,0.0,0.0,0.0,0.0,0.15532077103853226,2,"['2c316237ca3c79ba282799ee2de8ae688756f9786bc17bf13a91da4e0984841e', 'db8e042dadc101aa3e42152cbf3845cb858942d29d8c5b95862dd1b7f1d32757', '5cc4c073ee528d3137ed164c06b571d9ea2ae31d170cafd0c9e37b5d3302adca', '2c528252d9c1d782b1496ce5c15dfbf1bd991c00d2103d3e2ed4ade69df5d2fe', '67f8985cc86a825b5294a16c787e82334c454a051fd89689725cd6cdc42a220f']",['b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145']
Come si inviano i dati del MOPR al GNA per la verifica e pubblicazione?,0.2,1.0,1.0,1.0,1.0,0.15532077103853226,2,"['2677723c624af1f827ee7426e04161c1435a4bd73c6c424e31d9280d8c3af104', 'bf7cb924d181fc6e2316bae3b91f0454b423d383e2f9fa9e89b2a92fb568065d', 'a2c32641ad9c943c1de114145c8d22137491a1d4efe2721f2a02856b2d7df6e7', 'c4574e0b8053e1064eba5054799b4371719afa182913784f3d825dcde2212b76', 'd64c1485b05b73bbb3e6d37cfd6c6acf6cf8533721c7fe545fa6e9762b719a3a']",['2677723c624af1f827ee7426e04161c1435a4bd73c6c424e31d9280d8c3af104']
Qual è la relazione tra i valori di OGT e OGD nella tabella descritta nel testo?,0.2,1.0,1.0,1.0,1.0,0.15532077103853226,2,"['2571453259d640e6bb3bbb9ea50e18063357c38856f278340a9b7b28b7e6abca', '1013cdb2f700f4f113a1dc8e422ea0092f9eb597d95495112a53781802e96bf1', 'd3e646b0d3a8b3181b9f8847d499a8349b1bb08cbfe35f4a14da70b5d090d2de', '12bb817084d2aa18fb0357dfb08a43d8bb55ea0a1f8b5b3ceb5051d455ac1966', '7171050e47124c1ca0f0d5dba62e4c1c86592c594a049be520d36a525595184d']",['2571453259d640e6bb3bbb9ea50e18063357c38856f278340a9b7b28b7e6abca']
Come si compila il MOPR nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.0,0.0,0.15532077103853226,2,"['6c5c1af0567b412b3dd4ed657efe1820b14d74df1cd2a8d0101805ca1b658b4b', 'c734caacd58a1ccaf3ff8fa855925c88245d2cb43a8a8d761e119d9a98ef67a7', '4df3a35f91d34db04a742b177444dd2b7fa41176060b140a37e45b9316f44e87', 'a65723124f538df1f5ffff2245217e8a95663daf5bd9f63d88f824e0a71443af', '3ae504f98a39d0139ed9e37d400d88dcae71737c21afd1800d03c8ffcaf248d5']",['810bcaea52931693bbeb50ce588a552ab9a785f92c2cdc1c2c5e22d96a8f0904']
Quali sono i casi d'uso per l'identificazione di una necropoli o di un insediamento?,0.0,0.0,0.0,0.0,0.0,0.16678784042596817,2,"['7946272753a80fecda9addde27ec6794608a0acb2c4af8fb6fb924142c8afc4c', 'c8ac4dde4ed6690be6504149084d9201110fc7758cf3cdd5272a88252252752b', '22887bdcb5712bcb149035405eee9004d73bf10de21c7bbc12432683860181b2', 'ef4f204da755daed2d6258d59ad8d17e4379e394a49615437030c90dcc65ecbc', '3bb811d46be99528927e00c10f8dba90f6f52e18e70f21cf4850e8a095fbceef']",['845b8effbf7c1398007f18c8e61355a6e0050dcffae7846b9be3860de112c7f0']
Qual è il modulo che si apre all'inserimento della geometria per descrivere l'opera in progetto e l'area presa in esame per lo studio?,0.2,1.0,0.5,0.6309297535714573,1.0,0.16678784042596817,2,"['6bcd387960d4363b5ed74065f4abf219eafcaac191a66675ad58683cd1c9832d', '898b8222924978aa974bcc306e3528b8820e307de51fd6759fa6ee49ce5d5211', 'fd850d85bdefde4ca18977a404bd0558298f5cef827f40539459e18f26556091', '078a7400b14fa743d304d6c509ed988f9b6acb3f6fcf6172c8f6017b7c2af9d5', '1a06e66a226afbc3930ff0c64598c721f53ee1a7c0ab4a9fe628e7d0f3a2f8ff']",['898b8222924978aa974bcc306e3528b8820e307de51fd6759fa6ee49ce5d5211']
Quali sono i campi e i sottocampi del MOPR per i dati progetto?,0.2,1.0,0.3333333333333333,0.5,1.0,0.16678784042596817,2,"['ad091271d8408e76b677b3942d7d42ad818ee2dfa9e89725abbedb3908972381', '157bf5544363c4d7eb7a1e85f701af9985e406b53544ece97b2755c077b01466', 'e468f3c09ae2990d22f0dd850d5e18d3f3ef29fa47bd0032c83e9305a9da05ab', '35c33efedc645759c5daa7cd57acf6a039257dfa515ab9eda322b9edbdef09d6', 'e9c1cc18948c7cd42b1b3e0a35fa475b492712a88bbf7ee6c432fda960abd201']",['e468f3c09ae2990d22f0dd850d5e18d3f3ef29fa47bd0032c83e9305a9da05ab']
Come posso stampare i MOSI (Catalogo dei siti) dal Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.0,0.0,0.16678784042596817,2,"['6bf9350a645455b87777fa698745cd746f07906535a58fca21157eeba53b17ef', '421aae735a5464218992e6bdcad53649aa8765827f8b2e31810f53c3fe22598f', 'b67cb9386b2814b53207fef5cb69ba14a60f1522a88a8adebe6a36254c5e7c9a', 'bc7ce40aad15905c4aaaa383849d93fcd7d272ec51aa66bea4d7122d80bea8f3', '1d51cef7365a775bc4159eefc5afdfc6b5c7072b980f4b84610d76412a0d05d2']",['81780ea0f26610f5854a8d81b307c0fe4065d5f5382fb1afe67e64fb8404d2ad']
Quali sono le istruzioni per georeferenziare una mappa utilizzando QGIS?,0.2,1.0,0.5,0.6309297535714573,1.0,0.16678784042596817,2,"['0ee6450c1efaba2a57123eed1e3e7aa038f87e040b09bada6f07074854465d1d', '7acfdac6829221b25bead6505f898e3d680b71a15433eef8fadfc0c2ecee01b4', 'f7543e984f7c5606a6e403627342d8c2c9d007c22e8b86bc1efb94641607c865', 'af2ef0b237ac1c66a852ea8d46b82b4b8595d3ae9d775e5b4ea3f10fe8f8c078', '1dce06ad852864cbdff68842ceb2cfae293fb2b5a6960979b84ae2bd7f027174']",['7acfdac6829221b25bead6505f898e3d680b71a15433eef8fadfc0c2ecee01b4']
Qual è il sistema di riferimento dei dati e del progetto utilizzato nel Template del Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.0,0.0,0.16678784042596817,2,"['0ae72ed83dec65ecc5cb259913f53d288e5e2aaf103935863e6cfa210172e7c1', '016b785120290d70635d1cd5946ec65c7fe1430fdb56b0e65bc7655ad04014c2', 'b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145', '1b35cea964befb70a78e4768165a7399adff58a8115a2fab259adf2f09f08019', '4d1b3ec23dd37640e246f05a6e49672c9d66dbfdf8d59f93f7b2c0aab7b6ef40']",['663cd9685a632bff24ddaa87e272f244d6d45d61857389ecaae4a7321d47a235']
Quali sono i diversi tipi di elementi presenti nel progetto GNA del Geoportale Nazionale dell'Archeologia?,0.0,0.0,0.0,0.0,0.0,0.16678784042596817,2,"['0ae72ed83dec65ecc5cb259913f53d288e5e2aaf103935863e6cfa210172e7c1', 'db8e042dadc101aa3e42152cbf3845cb858942d29d8c5b95862dd1b7f1d32757', '5cc4c073ee528d3137ed164c06b571d9ea2ae31d170cafd0c9e37b5d3302adca', '8324998a6ee4964a61ab5c89c6077b6547956866a9910a74b6d9b1cd7011eb1e', '2c316237ca3c79ba282799ee2de8ae688756f9786bc17bf13a91da4e0984841e']",['3c3169316257ddae4c2d81d14ce759d8c3b4847e3cb423d36d26b25b967e44ed']
Qual è il primo passo per accedere alla schermata di simbologia di un layer in QGIS?,0.2,1.0,0.5,0.6309297535714573,1.0,0.16678784042596817,2,"['fc9314c51346033f44023665002da8b9e28b2df636dd475e46d72516d4673203', '721a8305c8c659d4f027ae2c4225e6f623a5602c77c8d9325b0480afd0ea785d', 'b764d49142e793d3d7be009ddaef9a6cd4e322a13dad717d32dc92570509f64d', 'ed87627d23bb1e45f3fc33a1f6308c672dd8238d4ea0261ecfc943e4f6bf6f56', 'f7543e984f7c5606a6e403627342d8c2c9d007c22e8b86bc1efb94641607c865']",['721a8305c8c659d4f027ae2c4225e6f623a5602c77c8d9325b0480afd0ea785d']
Quali sono le informazioni contenute nel testo?,0.0,0.0,0.0,0.0,0.0,0.16678784042596817,2,"['2f51fdc36390a5cd67a2115f1fd019498cdcadb229f0ec90be01a9edb0c7667e', '85baba03b87739a5617b9936b2730f37397ad3514134177baceaa8cd31af75b3', '57e24ec1bec7bf55fc1c8b38a5f71f3b74a213470be0f25e0f62c13e3c365257', '1a2e1417f01e290b71b260e70cbd2cf04ab45d692c99f718f462e7eef1374a42', 'c5b3b0c05b26696e5128155633607aa1fe6086dd7a6f23a9c9438091999964fe']",['6c41ee58a667f121971f9ccf0a6cebe4b9d7fd512a9ab885876d09907dfb74b2']
Qual è lo scopo del layer DSC multipolygon?,0.2,1.0,0.2,0.38685280723454163,1.0,0.16678784042596817,2,"['b4c22e4e434f34d4b8e30ae7ac5a8319a2b8ebca89b157b994c0267daa87a760', 'a1a93ff7c592a2d0731bcddc3aef0adec1a61cb2430b912cf336bcbc36cfd50c', '1c4587db12c30b2ffd38fd624b8728d70a92612dea5c1690eff46d51dbca50ed', 'c5819a8e8ae569fcc45a66a3c4885e5898881ed4413ad0aa60c815271667b256', '996fd60d994db30f15b222f06cabe16715b823f2688597c3bf52286d27ef70bc']",['996fd60d994db30f15b222f06cabe16715b823f2688597c3bf52286d27ef70bc']
